#1;Ludinghausen 1m Lufttemp 2017
#2;Source: CDC DWD #DWD Climate Data Center (CDC): Hourly station observations of soil temperature at the depth of 100cm in
#°C for Germany, version v18.1 & recent
# Zeit [s];T[K]
double default(8761,2);
6112800;280.15
6116400;280.15
6120000;280.15
6123600;280.15
6127200;280.15
6130800;280.15
6134400;280.15
6138000;280.15
6141600;280.15
6145200;280.15
6148800;280.15
6152400;280.15
6156000;280.15
6159600;280.15
6163200;280.15
6166800;280.15
6170400;280.15
6174000;280.15
6177600;280.15
6181200;280.15
6184800;280.15
6188400;280.15
6192000;280.15
6195600;280.15
6199200;280.15
6202800;280.15
6206400;280.15
6210000;280.15
6213600;280.15
6217200;280.15
6220800;280.15
6224400;280.15
6228000;280.15
6231600;280.15
6235200;280.15
6238800;280.15
6242400;280.15
6246000;280.15
6249600;280.15
6253200;280.15
6256800;280.15
6260400;280.15
6264000;280.15
6267600;280.25
6271200;280.25
6274800;280.25
6278400;280.25
6282000;280.25
6285600;280.25
6289200;280.25
6292800;280.25
6296400;280.25
6300000;280.25
6303600;280.25
6307200;280.25
6310800;280.25
6314400;280.25
6318000;280.25
6321600;280.25
6325200;280.25
6328800;280.25
6332400;280.25
6336000;280.25
6339600;280.25
6343200;280.25
6346800;280.25
6350400;280.25
6354000;280.25
6357600;280.35
6361200;280.35
6364800;280.35
6368400;280.35
6372000;280.35
6375600;280.35
6379200;280.35
6382800;280.35
6386400;280.35
6390000;280.35
6393600;280.35
6397200;280.35
6400800;280.35
6404400;280.35
6408000;280.35
6411600;280.45
6415200;280.45
6418800;280.45
6422400;280.45
6426000;280.45
6429600;280.45
6433200;280.45
6436800;280.45
6440400;280.45
6444000;280.45
6447600;280.45
6451200;280.45
6454800;280.45
6458400;280.45
6462000;280.55
6465600;280.55
6469200;280.55
6472800;280.55
6476400;280.55
6480000;280.55
6483600;280.55
6487200;280.55
6490800;280.55
6494400;280.55
6498000;280.55
6501600;280.55
6505200;280.55
6508800;280.55
6512400;280.55
6516000;280.55
6519600;280.55
6523200;280.55
6526800;280.55
6530400;280.65
6534000;280.65
6537600;280.65
6541200;280.65
6544800;280.65
6548400;280.65
6552000;280.65
6555600;280.65
6559200;280.65
6562800;280.65
6566400;280.65
6570000;280.65
6573600;280.65
6577200;280.65
6580800;280.65
6584400;280.65
6588000;280.65
6591600;280.65
6595200;280.75
6598800;280.75
6602400;280.75
6606000;280.75
6609600;280.75
6613200;280.75
6616800;280.75
6620400;280.75
6624000;280.75
6627600;280.75
6631200;280.75
6634800;280.75
6638400;280.75
6642000;280.75
6645600;280.75
6649200;280.75
6652800;280.75
6656400;280.75
6660000;280.75
6663600;280.75
6667200;280.75
6670800;280.75
6674400;280.75
6678000;280.75
6681600;280.75
6685200;280.75
6688800;280.75
6692400;280.75
6696000;280.75
6699600;280.75
6703200;280.75
6706800;280.75
6710400;280.75
6714000;280.75
6717600;280.75
6721200;280.75
6724800;280.75
6728400;280.75
6732000;280.85
6735600;280.85
6739200;280.85
6742800;280.85
6746400;280.85
6750000;280.85
6753600;280.85
6757200;280.85
6760800;280.85
6764400;280.85
6768000;280.85
6771600;280.85
6775200;280.85
6778800;280.85
6782400;280.85
6786000;280.85
6789600;280.85
6793200;280.85
6796800;280.85
6800400;280.85
6804000;280.85
6807600;280.85
6811200;280.85
6814800;280.85
6818400;280.85
6822000;280.85
6825600;280.85
6829200;280.95
6832800;280.95
6836400;280.95
6840000;280.95
6843600;280.95
6847200;280.95
6850800;280.95
6854400;280.95
6858000;280.95
6861600;280.95
6865200;280.95
6868800;280.95
6872400;280.95
6876000;280.95
6879600;280.95
6883200;280.95
6886800;280.95
6890400;280.95
6894000;280.95
6897600;281.05
6901200;281.05
6904800;281.05
6908400;281.05
6912000;281.05
6915600;281.05
6919200;281.05
6922800;281.05
6926400;281.05
6930000;281.05
6933600;281.05
6937200;281.05
6940800;281.05
6944400;281.05
6948000;281.05
6951600;281.05
6955200;281.05
6958800;281.05
6962400;281.05
6966000;281.05
6969600;281.05
6973200;281.05
6976800;281.05
6980400;281.05
6984000;281.05
6987600;281.05
6991200;281.05
6994800;281.05
6998400;281.05
7002000;281.05
7005600;281.05
7009200;281.05
7012800;281.05
7016400;281.05
7020000;281.05
7023600;281.05
7027200;281.05
7030800;281.05
7034400;281.05
7038000;281.05
7041600;281.05
7045200;281.05
7048800;281.05
7052400;281.05
7056000;281.05
7059600;281.05
7063200;281.05
7066800;281.05
7070400;281.05
7074000;281.05
7077600;281.05
7081200;281.05
7084800;281.05
7088400;281.05
7092000;281.05
7095600;281.05
7099200;281.05
7102800;281.05
7106400;281.05
7110000;281.05
7113600;281.05
7117200;281.05
7120800;281.05
7124400;281.05
7128000;281.05
7131600;281.05
7135200;281.05
7138800;281.05
7142400;281.05
7146000;281.05
7149600;281.05
7153200;281.05
7156800;281.05
7160400;281.05
7164000;281.05
7167600;281.05
7171200;281.05
7174800;281.05
7178400;281.05
7182000;281.05
7185600;281.05
7189200;281.15
7192800;281.15
7196400;281.15
7200000;281.15
7203600;281.15
7207200;281.15
7210800;281.15
7214400;281.15
7218000;281.15
7221600;281.15
7225200;281.15
7228800;281.15
7232400;281.15
7236000;281.15
7239600;281.15
7243200;281.15
7246800;281.15
7250400;281.15
7254000;281.15
7257600;281.15
7261200;281.15
7264800;281.15
7268400;281.15
7272000;281.15
7275600;281.15
7279200;281.15
7282800;281.15
7286400;281.15
7290000;281.15
7293600;281.15
7297200;281.15
7300800;281.15
7304400;281.15
7308000;281.15
7311600;281.15
7315200;281.15
7318800;281.15
7322400;281.15
7326000;281.15
7329600;281.15
7333200;281.15
7336800;281.15
7340400;281.15
7344000;281.15
7347600;281.15
7351200;281.15
7354800;281.15
7358400;281.15
7362000;281.15
7365600;281.15
7369200;281.15
7372800;281.15
7376400;281.15
7380000;281.15
7383600;281.15
7387200;281.15
7390800;281.15
7394400;281.15
7398000;281.15
7401600;281.15
7405200;281.15
7408800;281.15
7412400;281.15
7416000;281.15
7419600;281.15
7423200;281.15
7426800;281.15
7430400;281.15
7434000;281.15
7437600;281.15
7441200;281.15
7444800;281.15
7448400;281.15
7452000;281.15
7455600;281.15
7459200;281.15
7462800;281.15
7466400;281.15
7470000;281.15
7473600;281.15
7477200;281.25
7480800;281.25
7484400;281.25
7488000;281.25
7491600;281.25
7495200;281.25
7498800;281.25
7502400;281.25
7506000;281.25
7509600;281.25
7513200;281.25
7516800;281.25
7520400;281.25
7524000;281.25
7527600;281.25
7531200;281.25
7534800;281.25
7538400;281.25
7542000;281.25
7545600;281.25
7549200;281.25
7552800;281.25
7556400;281.25
7560000;281.25
7563600;281.25
7567200;281.35
7570800;281.35
7574400;281.35
7578000;281.35
7581600;281.35
7585200;281.35
7588800;281.35
7592400;281.35
7596000;281.35
7599600;281.35
7603200;281.35
7606800;281.35
7610400;281.35
7614000;281.35
7617600;281.35
7621200;281.35
7624800;281.45
7628400;281.45
7632000;281.45
7635600;281.45
7639200;281.45
7642800;281.45
7646400;281.45
7650000;281.45
7653600;281.45
7657200;281.45
7660800;281.45
7664400;281.45
7668000;281.45
7671600;281.45
7675200;281.45
7678800;281.55
7682400;281.55
7686000;281.55
7689600;281.55
7693200;281.55
7696800;281.55
7700400;281.55
7704000;281.55
7707600;281.55
7711200;281.55
7714800;281.55
7718400;281.55
7722000;281.65
7725600;281.65
7729200;281.65
7732800;281.65
7736400;281.65
7740000;281.65
7743600;281.65
7747200;281.65
7750800;281.65
7754400;281.75
7758000;281.75
7761600;281.75
7765200;281.75
7768800;281.75
7772400;281.75
7776000;281.75
7779600;281.75
7783200;281.85
7786800;281.85
7790400;281.85
7794000;281.85
7797600;281.85
7801200;281.85
7804800;281.85
7808400;281.85
7812000;281.85
7815600;281.95
7819200;281.95
7822800;281.95
7826400;281.95
7830000;281.95
7833600;281.95
7837200;281.95
7840800;282.05
7844400;282.05
7848000;282.05
7851600;282.05
7855200;282.05
7858800;282.05
7862400;282.05
7866000;282.05
7869600;282.15
7873200;282.15
7876800;282.15
7880400;282.15
7884000;282.15
7887600;282.15
7891200;282.15
7894800;282.15
7898400;282.15
7902000;282.25
7905600;282.25
7909200;282.25
7912800;282.25
7916400;282.25
7920000;282.25
7923600;282.25
7927200;282.25
7930800;282.35
7934400;282.35
7938000;282.35
7941600;282.35
7945200;282.35
7948800;282.35
7952400;282.35
7956000;282.35
7959600;282.35
7963200;282.45
7966800;282.45
7970400;282.45
7974000;282.45
7977600;282.45
7981200;282.45
7984800;282.45
7988400;282.45
7992000;282.45
7995600;282.55
7999200;282.55
8002800;282.55
8006400;282.55
8010000;282.55
8013600;282.55
8017200;282.55
8020800;282.55
8024400;282.55
8028000;282.55
8031600;282.65
8035200;282.65
8038800;282.65
8042400;282.65
8046000;282.65
8049600;282.65
8053200;282.65
8056800;282.65
8060400;282.65
8064000;282.65
8067600;282.65
8071200;282.65
8074800;282.65
8078400;282.65
8082000;282.65
8085600;282.75
8089200;282.75
8092800;282.75
8096400;282.75
8100000;282.75
8103600;282.75
8107200;282.75
8110800;282.75
8114400;282.75
8118000;282.75
8121600;282.75
8125200;282.75
8128800;282.75
8132400;282.75
8136000;282.75
8139600;282.75
8143200;282.75
8146800;282.75
8150400;282.75
8154000;282.75
8157600;282.75
8161200;282.75
8164800;282.75
8168400;282.75
8172000;282.75
8175600;282.75
8179200;282.75
8182800;282.75
8186400;282.75
8190000;282.75
8193600;282.75
8197200;282.75
8200800;282.85
8204400;282.85
8208000;282.85
8211600;282.85
8215200;282.85
8218800;282.85
8222400;282.85
8226000;282.85
8229600;282.85
8233200;282.85
8236800;282.85
8240400;282.85
8244000;282.85
8247600;282.85
8251200;282.85
8254800;282.85
8258400;282.85
8262000;282.85
8265600;282.85
8269200;282.85
8272800;282.85
8276400;282.85
8280000;282.85
8283600;282.85
8287200;282.85
8290800;282.85
8294400;282.85
8298000;282.85
8301600;282.85
8305200;282.85
8308800;282.85
8312400;282.85
8316000;282.85
8319600;282.85
8323200;282.85
8326800;282.85
8330400;282.85
8334000;282.85
8337600;282.85
8341200;282.85
8344800;282.85
8348400;282.85
8352000;282.85
8355600;282.85
8359200;282.85
8362800;282.85
8366400;282.85
8370000;282.75
8373600;282.75
8377200;282.75
8380800;282.75
8384400;282.75
8388000;282.75
8391600;282.75
8395200;282.75
8398800;282.75
8402400;282.75
8406000;282.75
8409600;282.75
8413200;282.75
8416800;282.75
8420400;282.75
8424000;282.75
8427600;282.75
8431200;282.75
8434800;282.75
8438400;282.75
8442000;282.75
8445600;282.75
8449200;282.75
8452800;282.75
8456400;282.75
8460000;282.75
8463600;282.75
8467200;282.75
8470800;282.75
8474400;282.75
8478000;282.75
8481600;282.85
8485200;282.85
8488800;282.85
8492400;282.85
8496000;282.85
8499600;282.85
8503200;282.85
8506800;282.85
8510400;282.85
8514000;282.85
8517600;282.85
8521200;282.85
8524800;282.85
8528400;282.85
8532000;282.85
8535600;282.85
8539200;282.85
8542800;282.85
8546400;282.85
8550000;282.85
8553600;282.85
8557200;282.85
8560800;282.85
8564400;282.85
8568000;282.85
8571600;282.85
8575200;282.85
8578800;282.85
8582400;282.85
8586000;282.85
8589600;282.85
8593200;282.85
8596800;282.85
8600400;282.95
8604000;282.95
8607600;282.95
8611200;282.95
8614800;282.95
8618400;282.95
8622000;282.95
8625600;282.95
8629200;282.95
8632800;282.95
8636400;282.95
8640000;282.95
8643600;282.95
8647200;282.95
8650800;282.95
8654400;282.95
8658000;282.95
8661600;283.05
8665200;283.05
8668800;283.05
8672400;283.05
8676000;283.05
8679600;283.05
8683200;283.05
8686800;283.05
8690400;283.05
8694000;283.05
8697600;283.05
8701200;283.05
8704800;283.05
8708400;283.05
8712000;283.05
8715600;283.05
8719200;283.05
8722800;283.05
8726400;283.05
8730000;283.05
8733600;283.05
8737200;283.05
8740800;283.05
8744400;283.05
8748000;283.05
8751600;283.05
8755200;283.05
8758800;283.05
8762400;283.05
8766000;283.05
8769600;283.05
8773200;283.05
8776800;283.05
8780400;283.05
8784000;283.05
8787600;283.05
8791200;283.05
8794800;283.05
8798400;283.05
8802000;283.05
8805600;283.05
8809200;283.05
8812800;283.05
8816400;283.05
8820000;283.05
8823600;283.05
8827200;283.05
8830800;283.05
8834400;283.05
8838000;283.05
8841600;283.05
8845200;283.05
8848800;283.05
8852400;283.05
8856000;283.05
8859600;283.05
8863200;283.05
8866800;283.05
8870400;283.05
8874000;283.05
8877600;283.05
8881200;283.05
8884800;283.05
8888400;283.05
8892000;283.05
8895600;283.05
8899200;283.05
8902800;283.05
8906400;283.05
8910000;283.05
8913600;283.05
8917200;283.05
8920800;283.05
8924400;283.05
8928000;283.05
8931600;283.05
8935200;283.05
8938800;283.05
8942400;283.05
8946000;283.05
8949600;283.05
8953200;283.05
8956800;283.05
8960400;283.05
8964000;283.05
8967600;283.05
8971200;283.05
8974800;283.05
8978400;283.05
8982000;283.05
8985600;283.05
8989200;283.05
8992800;283.05
8996400;283.05
9000000;282.95
9003600;282.95
9007200;282.95
9010800;282.95
9014400;282.95
9018000;282.95
9021600;282.95
9025200;282.95
9028800;282.95
9032400;282.95
9036000;282.95
9039600;282.95
9043200;282.95
9046800;282.95
9050400;282.95
9054000;282.95
9057600;282.95
9061200;282.95
9064800;282.95
9068400;282.95
9072000;282.95
9075600;282.95
9079200;282.95
9082800;282.95
9086400;282.95
9090000;282.95
9093600;282.95
9097200;282.95
9100800;282.85
9104400;282.85
9108000;282.85
9111600;282.85
9115200;282.85
9118800;282.85
9122400;282.85
9126000;282.85
9129600;282.85
9133200;282.85
9136800;282.85
9140400;282.85
9144000;282.85
9147600;282.85
9151200;282.85
9154800;282.85
9158400;282.85
9162000;282.85
9165600;282.85
9169200;282.85
9172800;282.85
9176400;282.85
9180000;282.85
9183600;282.85
9187200;282.85
9190800;282.85
9194400;282.75
9198000;282.75
9201600;282.75
9205200;282.75
9208800;282.75
9212400;282.75
9216000;282.75
9219600;282.75
9223200;282.75
9226800;282.75
9230400;282.75
9234000;282.75
9237600;282.75
9241200;282.75
9244800;282.75
9248400;282.75
9252000;282.75
9255600;282.75
9259200;282.75
9262800;282.75
9266400;282.75
9270000;282.75
9273600;282.75
9277200;282.75
9280800;282.75
9284400;282.75
9288000;282.75
9291600;282.75
9295200;282.75
9298800;282.75
9302400;282.75
9306000;282.75
9309600;282.75
9313200;282.75
9316800;282.75
9320400;282.65
9324000;282.65
9327600;282.65
9331200;282.65
9334800;282.65
9338400;282.65
9342000;282.65
9345600;282.65
9349200;282.65
9352800;282.65
9356400;282.65
9360000;282.65
9363600;282.65
9367200;282.65
9370800;282.65
9374400;282.65
9378000;282.65
9381600;282.65
9385200;282.65
9388800;282.65
9392400;282.65
9396000;282.55
9399600;282.55
9403200;282.55
9406800;282.55
9410400;282.55
9414000;282.55
9417600;282.55
9421200;282.55
9424800;282.55
9428400;282.55
9432000;282.55
9435600;282.55
9439200;282.55
9442800;282.45
9446400;282.45
9450000;282.45
9453600;282.45
9457200;282.45
9460800;282.45
9464400;282.45
9468000;282.45
9471600;282.45
9475200;282.45
9478800;282.45
9482400;282.45
9486000;282.45
9489600;282.45
9493200;282.35
9496800;282.35
9500400;282.35
9504000;282.35
9507600;282.35
9511200;282.35
9514800;282.35
9518400;282.35
9522000;282.35
9525600;282.35
9529200;282.35
9532800;282.35
9536400;282.35
9540000;282.25
9543600;282.25
9547200;282.25
9550800;282.25
9554400;282.25
9558000;282.25
9561600;282.25
9565200;282.25
9568800;282.25
9572400;282.25
9576000;282.25
9579600;282.25
9583200;282.25
9586800;282.25
9590400;282.25
9594000;282.25
9597600;282.25
9601200;282.25
9604800;282.25
9608400;282.25
9612000;282.25
9615600;282.25
9619200;282.25
9622800;282.25
9626400;282.25
9630000;282.25
9633600;282.25
9637200;282.25
9640800;282.25
9644400;282.25
9648000;282.25
9651600;282.25
9655200;282.25
9658800;282.25
9662400;282.25
9666000;282.25
9669600;282.25
9673200;282.25
9676800;282.25
9680400;282.25
9684000;282.25
9687600;282.25
9691200;282.25
9694800;282.25
9698400;282.35
9702000;282.35
9705600;282.35
9709200;282.35
9712800;282.35
9716400;282.35
9720000;282.35
9723600;282.35
9727200;282.35
9730800;282.35
9734400;282.35
9738000;282.35
9741600;282.35
9745200;282.35
9748800;282.35
9752400;282.35
9756000;282.35
9759600;282.35
9763200;282.35
9766800;282.35
9770400;282.35
9774000;282.35
9777600;282.35
9781200;282.35
9784800;282.35
9788400;282.35
9792000;282.35
9795600;282.35
9799200;282.35
9802800;282.35
9806400;282.35
9810000;282.35
9813600;282.35
9817200;282.35
9820800;282.35
9824400;282.35
9828000;282.35
9831600;282.35
9835200;282.35
9838800;282.35
9842400;282.35
9846000;282.35
9849600;282.35
9853200;282.35
9856800;282.35
9860400;282.35
9864000;282.35
9867600;282.35
9871200;282.35
9874800;282.35
9878400;282.35
9882000;282.35
9885600;282.35
9889200;282.35
9892800;282.35
9896400;282.35
9900000;282.35
9903600;282.35
9907200;282.35
9910800;282.35
9914400;282.35
9918000;282.35
9921600;282.35
9925200;282.35
9928800;282.35
9932400;282.35
9936000;282.35
9939600;282.35
9943200;282.35
9946800;282.45
9950400;282.45
9954000;282.45
9957600;282.45
9961200;282.45
9964800;282.45
9968400;282.45
9972000;282.45
9975600;282.45
9979200;282.45
9982800;282.45
9986400;282.45
9990000;282.45
9993600;282.45
9997200;282.45
10000800;282.45
10004400;282.45
10008000;282.45
10011600;282.45
10015200;282.45
10018800;282.45
10022400;282.45
10026000;282.45
10029600;282.45
10033200;282.45
10036800;282.45
10040400;282.45
10044000;282.45
10047600;282.45
10051200;282.45
10054800;282.45
10058400;282.45
10062000;282.45
10065600;282.45
10069200;282.45
10072800;282.45
10076400;282.45
10080000;282.45
10083600;282.45
10087200;282.45
10090800;282.45
10094400;282.45
10098000;282.45
10101600;282.45
10105200;282.45
10108800;282.45
10112400;282.45
10116000;282.45
10119600;282.45
10123200;282.45
10126800;282.45
10130400;282.45
10134000;282.45
10137600;282.45
10141200;282.55
10144800;282.55
10148400;282.55
10152000;282.55
10155600;282.55
10159200;282.55
10162800;282.55
10166400;282.55
10170000;282.55
10173600;282.55
10177200;282.55
10180800;282.55
10184400;282.55
10188000;282.55
10191600;282.55
10195200;282.55
10198800;282.55
10202400;282.55
10206000;282.55
10209600;282.55
10213200;282.55
10216800;282.55
10220400;282.55
10224000;282.55
10227600;282.55
10231200;282.55
10234800;282.55
10238400;282.55
10242000;282.55
10245600;282.55
10249200;282.55
10252800;282.55
10256400;282.55
10260000;282.55
10263600;282.55
10267200;282.55
10270800;282.55
10274400;282.55
10278000;282.65
10281600;282.65
10285200;282.65
10288800;282.65
10292400;282.65
10296000;282.65
10299600;282.65
10303200;282.65
10306800;282.65
10310400;282.65
10314000;282.65
10317600;282.65
10321200;282.65
10324800;282.65
10328400;282.65
10332000;282.65
10335600;282.65
10339200;282.65
10342800;282.65
10346400;282.65
10350000;282.65
10353600;282.65
10357200;282.65
10360800;282.65
10364400;282.65
10368000;282.65
10371600;282.65
10375200;282.65
10378800;282.65
10382400;282.65
10386000;282.65
10389600;282.65
10393200;282.65
10396800;282.65
10400400;282.65
10404000;282.65
10407600;282.65
10411200;282.65
10414800;282.75
10418400;282.75
10422000;282.75
10425600;282.75
10429200;282.75
10432800;282.75
10436400;282.75
10440000;282.75
10443600;282.75
10447200;282.75
10450800;282.75
10454400;282.75
10458000;282.75
10461600;282.75
10465200;282.75
10468800;282.75
10472400;282.75
10476000;282.75
10479600;282.75
10483200;282.85
10486800;282.85
10490400;282.85
10494000;282.85
10497600;282.85
10501200;282.85
10504800;282.85
10508400;282.85
10512000;282.85
10515600;282.85
10519200;282.85
10522800;282.85
10526400;282.85
10530000;282.85
10533600;282.85
10537200;282.85
10540800;282.85
10544400;282.85
10548000;282.85
10551600;282.85
10555200;282.85
10558800;282.85
10562400;282.85
10566000;282.85
10569600;282.85
10573200;282.85
10576800;282.85
10580400;282.85
10584000;282.85
10587600;282.85
10591200;282.85
10594800;282.85
10598400;282.85
10602000;282.85
10605600;282.95
10609200;282.95
10612800;282.95
10616400;282.95
10620000;282.95
10623600;282.95
10627200;282.95
10630800;282.95
10634400;282.95
10638000;282.95
10641600;282.95
10645200;282.95
10648800;282.95
10652400;282.95
10656000;282.95
10659600;282.95
10663200;282.95
10666800;282.95
10670400;282.95
10674000;282.95
10677600;282.95
10681200;282.95
10684800;282.95
10688400;282.95
10692000;282.95
10695600;282.95
10699200;282.95
10702800;282.95
10706400;282.95
10710000;282.95
10713600;282.95
10717200;282.95
10720800;282.95
10724400;282.95
10728000;282.95
10731600;283.05
10735200;283.05
10738800;283.05
10742400;283.05
10746000;283.05
10749600;283.05
10753200;283.05
10756800;283.05
10760400;283.05
10764000;283.05
10767600;283.05
10771200;283.05
10774800;283.05
10778400;283.05
10782000;283.05
10785600;283.05
10789200;283.05
10792800;283.05
10796400;283.05
10800000;283.05
10803600;283.05
10807200;283.05
10810800;283.05
10814400;283.05
10818000;283.05
10821600;283.05
10825200;283.05
10828800;283.05
10832400;283.05
10836000;283.05
10839600;283.05
10843200;283.05
10846800;283.05
10850400;283.05
10854000;283.05
10857600;283.05
10861200;283.05
10864800;283.05
10868400;283.05
10872000;283.05
10875600;283.05
10879200;283.05
10882800;283.05
10886400;283.05
10890000;283.05
10893600;283.05
10897200;283.05
10900800;283.05
10904400;283.05
10908000;283.05
10911600;283.05
10915200;283.05
10918800;283.05
10922400;283.15
10926000;283.15
10929600;283.15
10933200;283.15
10936800;283.15
10940400;283.15
10944000;283.15
10947600;283.15
10951200;283.15
10954800;283.15
10958400;283.15
10962000;283.15
10965600;283.15
10969200;283.15
10972800;283.15
10976400;283.25
10980000;283.25
10983600;283.25
10987200;283.25
10990800;283.25
10994400;283.25
10998000;283.25
11001600;283.25
11005200;283.25
11008800;283.25
11012400;283.25
11016000;283.25
11019600;283.35
11023200;283.35
11026800;283.35
11030400;283.35
11034000;283.35
11037600;283.35
11041200;283.35
11044800;283.35
11048400;283.35
11052000;283.35
11055600;283.35
11059200;283.45
11062800;283.45
11066400;283.45
11070000;283.45
11073600;283.45
11077200;283.45
11080800;283.45
11084400;283.45
11088000;283.45
11091600;283.45
11095200;283.45
11098800;283.45
11102400;283.45
11106000;283.45
11109600;283.45
11113200;283.45
11116800;283.45
11120400;283.55
11124000;283.55
11127600;283.55
11131200;283.55
11134800;283.55
11138400;283.55
11142000;283.55
11145600;283.55
11149200;283.55
11152800;283.55
11156400;283.55
11160000;283.55
11163600;283.55
11167200;283.55
11170800;283.55
11174400;283.55
11178000;283.55
11181600;283.55
11185200;283.55
11188800;283.55
11192400;283.55
11196000;283.55
11199600;283.55
11203200;283.55
11206800;283.55
11210400;283.55
11214000;283.55
11217600;283.55
11221200;283.55
11224800;283.55
11228400;283.55
11232000;283.55
11235600;283.55
11239200;283.55
11242800;283.55
11246400;283.55
11250000;283.55
11253600;283.55
11257200;283.55
11260800;283.55
11264400;283.55
11268000;283.65
11271600;283.65
11275200;283.65
11278800;283.65
11282400;283.65
11286000;283.65
11289600;283.65
11293200;283.65
11296800;283.65
11300400;283.65
11304000;283.65
11307600;283.65
11311200;283.65
11314800;283.65
11318400;283.65
11322000;283.65
11325600;283.75
11329200;283.75
11332800;283.75
11336400;283.75
11340000;283.75
11343600;283.75
11347200;283.75
11350800;283.75
11354400;283.75
11358000;283.75
11361600;283.75
11365200;283.75
11368800;283.75
11372400;283.85
11376000;283.85
11379600;283.85
11383200;283.85
11386800;283.85
11390400;283.85
11394000;283.85
11397600;283.85
11401200;283.85
11404800;283.85
11408400;283.95
11412000;283.95
11415600;283.95
11419200;283.95
11422800;283.95
11426400;283.95
11430000;283.95
11433600;283.95
11437200;283.95
11440800;284.05
11444400;284.05
11448000;284.05
11451600;284.05
11455200;284.05
11458800;284.05
11462400;284.05
11466000;284.05
11469600;284.15
11473200;284.15
11476800;284.15
11480400;284.15
11484000;284.15
11487600;284.15
11491200;284.15
11494800;284.15
11498400;284.25
11502000;284.25
11505600;284.25
11509200;284.25
11512800;284.25
11516400;284.25
11520000;284.25
11523600;284.25
11527200;284.35
11530800;284.35
11534400;284.35
11538000;284.35
11541600;284.35
11545200;284.35
11548800;284.35
11552400;284.45
11556000;284.45
11559600;284.45
11563200;284.45
11566800;284.45
11570400;284.45
11574000;284.45
11577600;284.55
11581200;284.55
11584800;284.55
11588400;284.55
11592000;284.55
11595600;284.55
11599200;284.55
11602800;284.65
11606400;284.65
11610000;284.65
11613600;284.65
11617200;284.65
11620800;284.65
11624400;284.65
11628000;284.75
11631600;284.75
11635200;284.75
11638800;284.75
11642400;284.75
11646000;284.75
11649600;284.85
11653200;284.85
11656800;284.85
11660400;284.85
11664000;284.85
11667600;284.85
11671200;284.85
11674800;284.85
11678400;284.95
11682000;284.95
11685600;284.95
11689200;284.95
11692800;284.95
11696400;284.95
11700000;284.95
11703600;285.05
11707200;285.05
11710800;285.05
11714400;285.05
11718000;285.05
11721600;285.05
11725200;285.15
11728800;285.15
11732400;285.15
11736000;285.15
11739600;285.15
11743200;285.15
11746800;285.15
11750400;285.25
11754000;285.25
11757600;285.25
11761200;285.25
11764800;285.25
11768400;285.25
11772000;285.25
11775600;285.35
11779200;285.35
11782800;285.35
11786400;285.35
11790000;285.35
11793600;285.35
11797200;285.45
11800800;285.45
11804400;285.45
11808000;285.45
11811600;285.45
11815200;285.45
11818800;285.55
11822400;285.55
11826000;285.55
11829600;285.55
11833200;285.55
11836800;285.55
11840400;285.55
11844000;285.65
11847600;285.65
11851200;285.65
11854800;285.65
11858400;285.65
11862000;285.65
11865600;285.75
11869200;285.75
11872800;285.75
11876400;285.75
11880000;285.75
11883600;285.85
11887200;285.85
11890800;285.85
11894400;285.85
11898000;285.85
11901600;285.95
11905200;285.95
11908800;285.95
11912400;285.95
11916000;285.95
11919600;286.05
11923200;286.05
11926800;286.05
11930400;286.05
11934000;286.05
11937600;286.05
11941200;286.15
11944800;286.15
11948400;286.15
11952000;286.15
11955600;286.15
11959200;286.25
11962800;286.25
11966400;286.25
11970000;286.25
11973600;286.25
11977200;286.25
11980800;286.25
11984400;286.35
11988000;286.35
11991600;286.35
11995200;286.35
11998800;286.35
12002400;286.45
12006000;286.45
12009600;286.45
12013200;286.45
12016800;286.45
12020400;286.45
12024000;286.45
12027600;286.45
12031200;286.45
12034800;286.45
12038400;286.45
12042000;286.45
12045600;286.45
12049200;286.45
12052800;286.45
12056400;286.45
12060000;286.45
12063600;286.45
12067200;286.45
12070800;286.45
12074400;286.45
12078000;286.45
12081600;286.45
12085200;286.45
12088800;286.45
12092400;286.45
12096000;286.45
12099600;286.45
12103200;286.45
12106800;286.45
12110400;286.45
12114000;286.45
12117600;286.45
12121200;286.45
12124800;286.45
12128400;286.45
12132000;286.45
12135600;286.45
12139200;286.45
12142800;286.45
12146400;286.45
12150000;286.45
12153600;286.45
12157200;286.45
12160800;286.45
12164400;286.45
12168000;286.45
12171600;286.45
12175200;286.45
12178800;286.45
12182400;286.45
12186000;286.45
12189600;286.45
12193200;286.45
12196800;286.45
12200400;286.45
12204000;286.45
12207600;286.45
12211200;286.45
12214800;286.45
12218400;286.45
12222000;286.45
12225600;286.45
12229200;286.45
12232800;286.45
12236400;286.45
12240000;286.45
12243600;286.45
12247200;286.45
12250800;286.45
12254400;286.45
12258000;286.45
12261600;286.45
12265200;286.45
12268800;286.45
12272400;286.45
12276000;286.45
12279600;286.45
12283200;286.45
12286800;286.45
12290400;286.45
12294000;286.45
12297600;286.45
12301200;286.55
12304800;286.55
12308400;286.55
12312000;286.55
12315600;286.55
12319200;286.55
12322800;286.55
12326400;286.55
12330000;286.55
12333600;286.55
12337200;286.55
12340800;286.55
12344400;286.55
12348000;286.55
12351600;286.55
12355200;286.55
