#1;Ludinghausen 1m Lufttemp 2017
#2;Source: CDC DWD #DWD Climate Data Center (CDC): Hourly station observations of soil temperature at the depth of 100cm in
#°C for Germany, version v18.1 & recent
# Zeit [s];T[K]
double default(8761,2);
12358800;286.55
12362400;286.65
12366000;286.65
12369600;286.65
12373200;286.65
12376800;286.65
12380400;286.65
12384000;286.65
12387600;286.65
12391200;286.65
12394800;286.65
12398400;286.65
12402000;286.65
12405600;286.65
12409200;286.65
12412800;286.65
12416400;286.75
12420000;286.75
12423600;286.75
12427200;286.75
12430800;286.75
12434400;286.75
12438000;286.75
12441600;286.75
12445200;286.75
12448800;286.75
12452400;286.75
12456000;286.75
12459600;286.75
12463200;286.75
12466800;286.75
12470400;286.75
12474000;286.75
12477600;286.75
12481200;286.75
12484800;286.75
12488400;286.75
12492000;286.75
12495600;286.75
12499200;286.75
12502800;286.75
12506400;286.75
12510000;286.75
12513600;286.75
12517200;286.85
12520800;286.85
12524400;286.85
12528000;286.85
12531600;286.85
12535200;286.85
12538800;286.85
12542400;286.85
12546000;286.85
12549600;286.85
12553200;286.85
12556800;286.85
12560400;286.85
12564000;286.85
12567600;286.85
12571200;286.85
12574800;286.85
12578400;286.85
12582000;286.85
12585600;286.85
12589200;286.85
12592800;286.85
12596400;286.95
12600000;286.95
12603600;286.95
12607200;286.95
12610800;286.95
12614400;286.95
12618000;286.95
12621600;286.95
12625200;286.95
12628800;286.95
12632400;286.95
12636000;286.95
12639600;286.95
12643200;287.05
12646800;287.05
12650400;287.05
12654000;287.05
12657600;287.05
12661200;287.05
12664800;287.05
12668400;287.05
12672000;287.15
12675600;287.15
12679200;287.15
12682800;287.15
12686400;287.15
12690000;287.15
12693600;287.15
12697200;287.15
12700800;287.25
12704400;287.25
12708000;287.25
12711600;287.25
12715200;287.25
12718800;287.25
12722400;287.25
12726000;287.35
12729600;287.35
12733200;287.35
12736800;287.35
12740400;287.35
12744000;287.35
12747600;287.35
12751200;287.45
12754800;287.45
12758400;287.45
12762000;287.45
12765600;287.45
12769200;287.55
12772800;287.55
12776400;287.55
12780000;287.55
12783600;287.55
12787200;287.55
12790800;287.65
12794400;287.65
12798000;287.65
12801600;287.65
12805200;287.65
12808800;287.65
12812400;287.65
12816000;287.65
12819600;287.75
12823200;287.75
12826800;287.75
12830400;287.75
12834000;287.75
12837600;287.75
12841200;287.75
12844800;287.85
12848400;287.85
12852000;287.85
12855600;287.85
12859200;287.85
12862800;287.85
12866400;287.85
12870000;287.85
12873600;287.85
12877200;287.95
12880800;287.95
12884400;287.95
12888000;287.95
12891600;287.95
12895200;287.95
12898800;287.95
12902400;287.95
12906000;288.05
12909600;288.05
12913200;288.05
12916800;288.05
12920400;288.05
12924000;288.05
12927600;288.15
12931200;288.15
12934800;288.15
12938400;288.15
12942000;288.15
12945600;288.25
12949200;288.25
12952800;288.25
12956400;288.25
12960000;288.25
12963600;288.25
12967200;288.35
12970800;288.35
12974400;288.35
12978000;288.35
12981600;288.35
12985200;288.35
12988800;288.45
12992400;288.45
12996000;288.45
12999600;288.45
13003200;288.45
13006800;288.45
13010400;288.55
13014000;288.55
13017600;288.55
13021200;288.55
13024800;288.55
13028400;288.55
13032000;288.55
13035600;288.65
13039200;288.65
13042800;288.65
13046400;288.65
13050000;288.65
13053600;288.65
13057200;288.65
13060800;288.65
13064400;288.65
13068000;288.75
13071600;288.75
13075200;288.75
13078800;288.75
13082400;288.75
13086000;288.75
13089600;288.75
13093200;288.75
13096800;288.75
13100400;288.85
13104000;288.85
13107600;288.85
13111200;288.85
13114800;288.85
13118400;288.85
13122000;288.85
13125600;288.85
13129200;288.85
13132800;288.85
13136400;288.85
13140000;288.95
13143600;288.95
13147200;288.95
13150800;288.95
13154400;288.95
13158000;288.95
13161600;288.95
13165200;288.95
13168800;288.95
13172400;288.95
13176000;288.95
13179600;289.05
13183200;289.05
13186800;289.05
13190400;289.05
13194000;289.05
13197600;289.05
13201200;289.05
13204800;289.05
13208400;289.05
13212000;289.05
13215600;289.15
13219200;289.15
13222800;289.15
13226400;289.15
13230000;289.15
13233600;289.15
13237200;289.15
13240800;289.15
13244400;289.15
13248000;289.15
13251600;289.25
13255200;289.25
13258800;289.25
13262400;289.25
13266000;289.25
13269600;289.25
13273200;289.25
13276800;289.25
13280400;289.35
13284000;289.35
13287600;289.35
13291200;289.35
13294800;289.35
13298400;289.35
13302000;289.35
13305600;289.35
13309200;289.35
13312800;289.45
13316400;289.45
13320000;289.45
13323600;289.45
13327200;289.45
13330800;289.45
13334400;289.45
13338000;289.45
13341600;289.45
13345200;289.45
13348800;289.45
13352400;289.55
13356000;289.55
13359600;289.55
13363200;289.55
13366800;289.55
13370400;289.55
13374000;289.55
13377600;289.55
13381200;289.55
13384800;289.55
13388400;289.55
13392000;289.55
13395600;289.55
13399200;289.55
13402800;289.55
13406400;289.65
13410000;289.65
13413600;289.65
13417200;289.65
13420800;289.65
13424400;289.65
13428000;289.65
13431600;289.65
13435200;289.65
13438800;289.65
13442400;289.65
13446000;289.65
13449600;289.65
13453200;289.65
13456800;289.65
13460400;289.65
13464000;289.65
13467600;289.65
13471200;289.55
13474800;289.55
13478400;289.55
13482000;289.55
13485600;289.55
13489200;289.55
13492800;289.55
13496400;289.55
13500000;289.55
13503600;289.55
13507200;289.55
13510800;289.55
13514400;289.55
13518000;289.55
13521600;289.55
13525200;289.55
13528800;289.55
13532400;289.55
13536000;289.55
13539600;289.55
13543200;289.55
13546800;289.55
13550400;289.55
13554000;289.55
13557600;289.55
13561200;289.55
13564800;289.55
13568400;289.55
13572000;289.55
13575600;289.45
13579200;289.45
13582800;289.45
13586400;289.45
13590000;289.45
13593600;289.45
13597200;289.45
13600800;289.45
13604400;289.45
13608000;289.45
13611600;289.45
13615200;289.45
13618800;289.45
13622400;289.45
13626000;289.35
13629600;289.35
13633200;289.35
13636800;289.35
13640400;289.35
13644000;289.35
13647600;289.35
13651200;289.35
13654800;289.35
13658400;289.35
13662000;289.25
13665600;289.25
13669200;289.25
13672800;289.25
13676400;289.25
13680000;289.25
13683600;289.25
13687200;289.25
13690800;289.25
13694400;289.15
13698000;289.15
13701600;289.15
13705200;289.15
13708800;289.15
13712400;289.15
13716000;289.15
13719600;289.15
13723200;289.15
13726800;289.05
13730400;289.05
13734000;289.05
13737600;289.05
13741200;289.05
13744800;289.05
13748400;289.05
13752000;289.05
13755600;289.05
13759200;288.95
13762800;288.95
13766400;288.95
13770000;288.95
13773600;288.95
13777200;288.95
13780800;288.95
13784400;288.95
13788000;288.95
13791600;288.95
13795200;288.95
13798800;288.95
13802400;288.95
13806000;288.95
13809600;288.95
13813200;288.95
13816800;288.95
13820400;288.95
13824000;288.85
13827600;288.85
13831200;288.85
13834800;288.85
13838400;288.85
13842000;288.85
13845600;288.85
13849200;288.85
13852800;288.85
13856400;288.85
13860000;288.85
13863600;288.85
13867200;288.85
13870800;288.85
13874400;288.85
13878000;288.85
13881600;288.85
13885200;288.85
13888800;288.85
13892400;288.85
13896000;288.85
13899600;288.85
13903200;288.85
13906800;288.85
13910400;288.85
13914000;288.85
13917600;288.85
13921200;288.85
13924800;288.85
13928400;288.85
13932000;288.85
13935600;288.85
13939200;288.85
13942800;288.85
13946400;288.85
13950000;288.85
13953600;288.85
13957200;288.85
13960800;288.85
13964400;288.85
13968000;288.85
13971600;288.85
13975200;288.85
13978800;288.85
13982400;288.85
13986000;288.85
13989600;288.85
13993200;288.85
13996800;288.85
14000400;288.85
14004000;288.85
14007600;288.85
14011200;288.85
14014800;288.95
14018400;288.95
14022000;288.95
14025600;288.95
14029200;288.95
14032800;288.95
14036400;288.95
14040000;288.95
14043600;288.95
14047200;288.95
14050800;288.95
14054400;289.05
14058000;289.05
14061600;289.05
14065200;289.05
14068800;289.05
14072400;289.05
14076000;289.05
14079600;289.05
14083200;289.05
14086800;289.05
14090400;289.05
14094000;289.15
14097600;289.15
14101200;289.15
14104800;289.15
14108400;289.15
14112000;289.15
14115600;289.15
14119200;289.15
14122800;289.15
14126400;289.15
14130000;289.15
14133600;289.15
14137200;289.15
14140800;289.25
14144400;289.25
14148000;289.25
14151600;289.25
14155200;289.25
14158800;289.25
14162400;289.25
14166000;289.25
14169600;289.25
14173200;289.25
14176800;289.25
14180400;289.25
14184000;289.25
14187600;289.25
14191200;289.25
14194800;289.25
14198400;289.25
14202000;289.25
14205600;289.25
14209200;289.25
14212800;289.25
14216400;289.25
14220000;289.25
14223600;289.25
14227200;289.25
14230800;289.25
14234400;289.25
14238000;289.25
14241600;289.25
14245200;289.25
14248800;289.25
14252400;289.25
14256000;289.25
14259600;289.25
14263200;289.25
14266800;289.25
14270400;289.25
14274000;289.25
14277600;289.25
14281200;289.25
14284800;289.25
14288400;289.25
14292000;289.25
14295600;289.25
14299200;289.25
14302800;289.25
14306400;289.35
14310000;289.35
14313600;289.35
14317200;289.35
14320800;289.45
14324400;289.45
14328000;289.45
14331600;289.45
14335200;289.45
14338800;289.45
14342400;289.45
14346000;289.45
14349600;289.55
14353200;289.55
14356800;289.55
14360400;289.55
14364000;289.55
14367600;289.55
14371200;289.55
14374800;289.55
14378400;289.55
14382000;289.55
14385600;289.55
14389200;289.55
14392800;289.55
14396400;289.55
14400000;289.55
14403600;289.55
14407200;289.65
14410800;289.65
14414400;289.65
14418000;289.65
14421600;289.65
14425200;289.65
14428800;289.65
14432400;289.65
14436000;289.65
14439600;289.65
14443200;289.65
14446800;289.55
14450400;289.55
14454000;289.55
14457600;289.55
14461200;289.55
14464800;289.55
14468400;289.55
14472000;289.55
14475600;289.55
14479200;289.55
14482800;289.55
14486400;289.55
14490000;289.55
14493600;289.55
14497200;289.55
14500800;289.55
14504400;289.55
14508000;289.55
14511600;289.45
14515200;289.45
14518800;289.45
14522400;289.45
14526000;289.45
14529600;289.45
14533200;289.45
14536800;289.45
14540400;289.45
14544000;289.45
14547600;289.45
14551200;289.45
14554800;289.45
14558400;289.45
14562000;289.45
14565600;289.45
14569200;289.45
14572800;289.45
14576400;289.45
14580000;289.45
14583600;289.45
14587200;289.45
14590800;289.45
14594400;289.45
14598000;289.45
14601600;289.45
14605200;289.45
14608800;289.45
14612400;289.45
14616000;289.45
14619600;289.45
14623200;289.45
14626800;289.45
14630400;289.45
14634000;289.55
14637600;289.55
14641200;289.55
14644800;289.55
14648400;289.55
14652000;289.55
14655600;289.55
14659200;289.55
14662800;289.55
14666400;289.55
14670000;289.65
14673600;289.65
14677200;289.65
14680800;289.65
14684400;289.65
14688000;289.65
14691600;289.65
14695200;289.75
14698800;289.75
14702400;289.75
14706000;289.75
14709600;289.75
14713200;289.75
14716800;289.85
14720400;289.85
14724000;289.85
14727600;289.85
14731200;289.85
14734800;289.85
14738400;289.85
14742000;289.95
14745600;289.95
14749200;289.95
14752800;289.95
14756400;289.95
14760000;289.95
14763600;290.05
14767200;290.05
14770800;290.05
14774400;290.05
14778000;290.05
14781600;290.15
14785200;290.15
14788800;290.15
14792400;290.15
14796000;290.15
14799600;290.15
14803200;290.25
14806800;290.25
14810400;290.25
14814000;290.25
14817600;290.25
14821200;290.25
14824800;290.25
14828400;290.35
14832000;290.35
14835600;290.35
14839200;290.35
14842800;290.35
14846400;290.35
14850000;290.35
14853600;290.45
14857200;290.45
14860800;290.45
14864400;290.45
14868000;290.45
14871600;290.45
14875200;290.45
14878800;290.55
14882400;290.55
14886000;290.55
14889600;290.55
14893200;290.55
14896800;290.55
14900400;290.55
14904000;290.65
14907600;290.65
14911200;290.65
14914800;290.65
14918400;290.65
14922000;290.65
14925600;290.65
14929200;290.75
14932800;290.75
14936400;290.75
14940000;290.75
14943600;290.75
14947200;290.75
14950800;290.75
14954400;290.85
14958000;290.85
14961600;290.85
14965200;290.85
14968800;290.85
14972400;290.85
14976000;290.85
14979600;290.95
14983200;290.95
14986800;290.95
14990400;290.95
14994000;290.95
14997600;290.95
15001200;290.95
15004800;290.95
15008400;291.05
15012000;291.05
15015600;291.05
15019200;291.05
15022800;291.05
15026400;291.05
15030000;291.05
15033600;291.05
15037200;291.05
15040800;291.15
15044400;291.15
15048000;291.15
15051600;291.15
15055200;291.15
15058800;291.15
15062400;291.15
15066000;291.15
15069600;291.15
15073200;291.15
15076800;291.15
15080400;291.15
15084000;291.15
15087600;291.15
15091200;291.15
15094800;291.15
15098400;291.25
15102000;291.25
15105600;291.25
15109200;291.25
15112800;291.25
15116400;291.25
15120000;291.25
15123600;291.25
15127200;291.25
15130800;291.25
15134400;291.25
15138000;291.25
15141600;291.25
15145200;291.25
15148800;291.25
15152400;291.25
15156000;291.25
15159600;291.25
15163200;291.25
15166800;291.25
15170400;291.25
15174000;291.25
15177600;291.25
15181200;291.25
15184800;291.25
15188400;291.25
15192000;291.25
15195600;291.25
15199200;291.15
15202800;291.15
15206400;291.15
15210000;291.15
15213600;291.15
15217200;291.15
15220800;291.15
15224400;291.15
15228000;291.15
15231600;291.15
15235200;291.15
15238800;291.15
15242400;291.15
15246000;291.15
15249600;291.15
15253200;291.15
15256800;291.15
15260400;291.15
15264000;291.15
15267600;291.05
15271200;291.05
15274800;291.05
15278400;291.05
15282000;291.05
15285600;291.05
15289200;291.05
15292800;291.05
15296400;291.05
15300000;291.05
15303600;291.05
15307200;291.05
15310800;291.05
15314400;291.05
15318000;291.05
15321600;291.05
15325200;291.05
15328800;291.05
15332400;291.05
15336000;291.05
15339600;291.05
15343200;291.05
15346800;291.05
15350400;291.05
15354000;291.05
15357600;291.05
15361200;291.05
15364800;291.05
15368400;291.05
15372000;291.05
15375600;290.95
15379200;290.95
15382800;290.95
15386400;290.95
15390000;290.95
15393600;290.95
15397200;290.95
15400800;290.95
15404400;290.95
15408000;290.95
15411600;290.95
15415200;290.95
15418800;290.95
15422400;290.95
15426000;290.95
15429600;290.95
15433200;290.95
15436800;290.95
15440400;290.95
15444000;290.95
15447600;290.85
15451200;290.85
15454800;290.85
15458400;290.85
15462000;290.85
15465600;290.85
15469200;290.85
15472800;290.85
15476400;290.85
15480000;290.85
15483600;290.85
15487200;290.85
15490800;290.85
15494400;290.85
15498000;290.85
15501600;290.85
15505200;290.85
15508800;290.85
15512400;290.85
15516000;290.75
15519600;290.75
15523200;290.75
15526800;290.75
15530400;290.75
15534000;290.75
15537600;290.75
15541200;290.75
15544800;290.75
15548400;290.75
15552000;290.75
15555600;290.75
15559200;290.75
15562800;290.75
15566400;290.75
15570000;290.75
15573600;290.75
15577200;290.75
15580800;290.65
15584400;290.65
15588000;290.65
15591600;290.65
15595200;290.65
15598800;290.65
15602400;290.65
15606000;290.65
15609600;290.65
15613200;290.65
15616800;290.65
15620400;290.65
15624000;290.65
15627600;290.65
15631200;290.65
15634800;290.65
15638400;290.65
15642000;290.65
15645600;290.65
15649200;290.65
15652800;290.55
15656400;290.55
15660000;290.55
15663600;290.55
15667200;290.55
15670800;290.55
15674400;290.55
15678000;290.55
15681600;290.55
15685200;290.55
15688800;290.55
15692400;290.55
15696000;290.55
15699600;290.55
15703200;290.55
15706800;290.55
15710400;290.55
15714000;290.55
15717600;290.45
15721200;290.45
15724800;290.45
15728400;290.45
15732000;290.45
15735600;290.45
15739200;290.45
15742800;290.45
15746400;290.45
15750000;290.45
15753600;290.45
15757200;290.45
15760800;290.45
15764400;290.45
15768000;290.35
15771600;290.35
15775200;290.35
15778800;290.35
15782400;290.35
15786000;290.35
15789600;290.35
15793200;290.35
15796800;290.35
15800400;290.35
15804000;290.35
15807600;290.35
15811200;290.35
15814800;290.25
15818400;290.25
15822000;290.25
15825600;290.25
15829200;290.25
15832800;290.25
15836400;290.25
15840000;290.25
15843600;290.25
15847200;290.25
15850800;290.25
15854400;290.25
15858000;290.25
15861600;290.15
15865200;290.15
15868800;290.15
15872400;290.15
15876000;290.15
15879600;290.15
15883200;290.15
15886800;290.15
15890400;290.15
15894000;290.15
15897600;290.15
15901200;290.15
15904800;290.15
15908400;290.15
15912000;290.15
15915600;290.15
15919200;290.15
15922800;290.15
15926400;290.15
15930000;290.15
15933600;290.15
15937200;290.15
15940800;290.15
15944400;290.15
15948000;290.15
15951600;290.15
15955200;290.15
15958800;290.15
15962400;290.15
15966000;290.15
15969600;290.15
15973200;290.15
15976800;290.15
15980400;290.15
15984000;290.15
15987600;290.15
15991200;290.15
15994800;290.15
15998400;290.15
16002000;290.15
16005600;290.15
16009200;290.15
16012800;290.15
16016400;290.15
16020000;290.15
16023600;290.15
16027200;290.15
16030800;290.15
16034400;290.15
16038000;290.15
16041600;290.15
16045200;290.15
16048800;290.15
16052400;290.15
16056000;290.15
16059600;290.15
16063200;290.15
16066800;290.15
16070400;290.15
16074000;290.15
16077600;290.15
16081200;290.25
16084800;290.25
16088400;290.25
16092000;290.25
16095600;290.25
16099200;290.25
16102800;290.25
16106400;290.25
16110000;290.25
16113600;290.25
16117200;290.25
16120800;290.25
16124400;290.25
16128000;290.25
16131600;290.35
16135200;290.35
16138800;290.35
16142400;290.35
16146000;290.35
16149600;290.35
16153200;290.35
16156800;290.35
16160400;290.35
16164000;290.35
16167600;290.45
16171200;290.45
16174800;290.45
16178400;290.45
16182000;290.45
16185600;290.45
16189200;290.45
16192800;290.45
16196400;290.45
16200000;290.45
16203600;290.55
16207200;290.55
16210800;290.55
16214400;290.55
16218000;290.55
16221600;290.55
16225200;290.55
16228800;290.55
16232400;290.55
16236000;290.65
16239600;290.65
16243200;290.65
16246800;290.65
16250400;290.65
16254000;290.65
16257600;290.65
16261200;290.65
16264800;290.65
16268400;290.75
16272000;290.75
16275600;290.75
16279200;290.75
16282800;290.75
16286400;290.75
16290000;290.75
16293600;290.75
16297200;290.75
16300800;290.85
16304400;290.85
16308000;290.85
16311600;290.85
16315200;290.85
16318800;290.85
16322400;290.85
16326000;290.85
16329600;290.85
16333200;290.95
16336800;290.95
16340400;290.95
16344000;290.95
16347600;290.95
16351200;290.95
16354800;290.95
16358400;290.95
16362000;290.95
16365600;290.95
16369200;291.05
16372800;291.05
16376400;291.05
16380000;291.05
16383600;291.05
16387200;291.05
16390800;291.05
16394400;291.05
16398000;291.05
16401600;291.05
16405200;291.15
16408800;291.15
16412400;291.15
16416000;291.15
16419600;291.15
16423200;291.15
16426800;291.15
16430400;291.15
16434000;291.15
16437600;291.25
16441200;291.25
16444800;291.25
16448400;291.25
16452000;291.25
16455600;291.25
16459200;291.25
16462800;291.25
16466400;291.25
16470000;291.25
16473600;291.25
16477200;291.25
16480800;291.25
16484400;291.35
16488000;291.35
16491600;291.35
16495200;291.35
16498800;291.35
16502400;291.35
16506000;291.35
16509600;291.35
16513200;291.35
16516800;291.35
16520400;291.35
16524000;291.35
16527600;291.35
16531200;291.35
16534800;291.35
16538400;291.35
16542000;291.35
16545600;291.35
16549200;291.35
16552800;291.35
16556400;291.35
16560000;291.35
16563600;291.35
16567200;291.35
16570800;291.35
16574400;291.35
16578000;291.35
16581600;291.35
16585200;291.35
16588800;291.35
16592400;291.35
16596000;291.35
16599600;291.35
16603200;291.35
16606800;291.35
16610400;291.35
16614000;291.35
16617600;291.35
16621200;291.35
16624800;291.35
16628400;291.35
16632000;291.35
16635600;291.35
16639200;291.35
16642800;291.35
16646400;291.35
16650000;291.35
16653600;291.35
16657200;291.35
16660800;291.35
16664400;291.35
16668000;291.35
16671600;291.35
16675200;291.35
16678800;291.25
16682400;291.25
16686000;291.25
16689600;291.25
16693200;291.25
16696800;291.25
16700400;291.25
16704000;291.25
16707600;291.25
16711200;291.25
16714800;291.15
16718400;291.15
16722000;291.15
16725600;291.15
16729200;291.15
16732800;291.15
16736400;291.15
16740000;291.15
16743600;291.15
16747200;291.05
16750800;291.05
16754400;291.05
16758000;291.05
16761600;291.05
16765200;291.05
16768800;291.05
16772400;291.05
16776000;291.05
16779600;291.05
16783200;291.05
16786800;290.95
16790400;290.95
16794000;290.95
16797600;290.95
16801200;290.95
16804800;290.95
16808400;290.95
16812000;290.95
16815600;290.95
16819200;290.95
16822800;290.95
16826400;290.85
16830000;290.85
16833600;290.85
16837200;290.85
16840800;290.85
16844400;290.85
16848000;290.85
16851600;290.85
16855200;290.85
16858800;290.85
16862400;290.85
16866000;290.85
16869600;290.75
16873200;290.75
16876800;290.75
16880400;290.75
16884000;290.75
16887600;290.75
16891200;290.75
16894800;290.75
16898400;290.75
16902000;290.75
16905600;290.75
16909200;290.65
16912800;290.65
16916400;290.65
16920000;290.65
16923600;290.65
16927200;290.65
16930800;290.65
16934400;290.65
16938000;290.65
16941600;290.65
16945200;290.65
16948800;290.65
16952400;290.65
16956000;290.65
16959600;290.65
16963200;290.55
16966800;290.55
16970400;290.55
16974000;290.55
16977600;290.55
16981200;290.55
16984800;290.55
16988400;290.55
16992000;290.55
16995600;290.55
16999200;290.55
17002800;290.55
17006400;290.55
17010000;290.55
17013600;290.55
17017200;290.55
17020800;290.55
17024400;290.55
17028000;290.55
17031600;290.55
17035200;290.55
17038800;290.55
17042400;290.55
17046000;290.55
17049600;290.55
17053200;290.45
17056800;290.45
17060400;290.45
17064000;290.45
17067600;290.45
17071200;290.45
17074800;290.45
17078400;290.45
17082000;290.45
17085600;290.45
17089200;290.45
17092800;290.45
17096400;290.45
17100000;290.45
17103600;290.55
17107200;290.55
17110800;290.55
17114400;290.55
17118000;290.55
17121600;290.55
17125200;290.55
17128800;290.55
17132400;290.55
17136000;290.55
17139600;290.55
17143200;290.55
17146800;290.55
17150400;290.55
17154000;290.55
17157600;290.55
17161200;290.55
17164800;290.55
17168400;290.55
17172000;290.55
17175600;290.55
17179200;290.55
17182800;290.55
17186400;290.55
17190000;290.55
17193600;290.55
17197200;290.55
17200800;290.55
17204400;290.55
17208000;290.55
17211600;290.55
17215200;290.55
17218800;290.55
17222400;290.55
17226000;290.55
17229600;290.55
17233200;290.65
17236800;290.65
17240400;290.65
17244000;290.65
17247600;290.65
17251200;290.65
17254800;290.65
17258400;290.65
17262000;290.65
17265600;290.65
17269200;290.65
17272800;290.65
17276400;290.65
17280000;290.75
17283600;290.75
17287200;290.75
17290800;290.75
17294400;290.75
17298000;290.75
17301600;290.75
17305200;290.75
17308800;290.75
17312400;290.75
17316000;290.75
17319600;290.75
17323200;290.85
17326800;290.85
17330400;290.85
17334000;290.85
17337600;290.85
17341200;290.85
17344800;290.85
17348400;290.85
17352000;290.85
17355600;290.85
17359200;290.85
17362800;290.85
17366400;290.85
17370000;290.85
17373600;290.95
17377200;290.95
17380800;290.95
17384400;290.95
17388000;290.95
17391600;290.95
17395200;290.95
17398800;290.95
17402400;290.95
17406000;290.95
17409600;290.95
17413200;290.95
17416800;290.95
17420400;290.95
17424000;290.95
17427600;290.95
17431200;290.95
17434800;290.95
17438400;290.95
17442000;290.95
17445600;290.95
17449200;290.95
17452800;291.05
17456400;291.05
17460000;291.05
17463600;291.05
17467200;291.05
17470800;291.05
17474400;291.05
17478000;291.05
17481600;291.05
17485200;291.05
17488800;291.05
17492400;291.05
17496000;291.05
17499600;291.05
17503200;291.05
17506800;291.05
17510400;291.05
17514000;291.05
17517600;291.05
17521200;291.05
17524800;291.05
17528400;291.05
17532000;291.15
17535600;291.15
17539200;291.15
17542800;291.15
17546400;291.15
17550000;291.15
17553600;291.15
17557200;291.15
17560800;291.15
17564400;291.15
17568000;291.15
17571600;291.15
17575200;291.15
17578800;291.15
17582400;291.15
17586000;291.15
17589600;291.15
17593200;291.15
17596800;291.15
17600400;291.15
17604000;291.15
17607600;291.15
17611200;291.15
17614800;291.15
17618400;291.15
17622000;291.15
17625600;291.15
17629200;291.15
17632800;291.15
17636400;291.15
17640000;291.15
17643600;291.15
17647200;291.15
17650800;291.15
17654400;291.15
17658000;291.15
17661600;291.15
17665200;291.15
17668800;291.15
17672400;291.15
17676000;291.15
17679600;291.15
17683200;291.15
17686800;291.15
17690400;291.15
17694000;291.15
17697600;291.15
17701200;291.15
17704800;291.15
17708400;291.15
17712000;291.15
17715600;291.15
17719200;291.15
17722800;291.15
17726400;291.15
17730000;291.15
17733600;291.15
17737200;291.15
17740800;291.15
17744400;291.15
17748000;291.15
17751600;291.15
17755200;291.15
17758800;291.15
17762400;291.15
17766000;291.05
17769600;291.05
17773200;291.05
17776800;291.05
17780400;291.05
17784000;291.05
17787600;291.05
17791200;291.05
17794800;291.05
17798400;291.05
17802000;290.95
17805600;290.95
17809200;290.95
17812800;290.95
17816400;290.95
17820000;290.95
17823600;290.95
17827200;290.95
17830800;290.95
17834400;290.95
17838000;290.85
17841600;290.85
17845200;290.85
17848800;290.85
17852400;290.85
17856000;290.85
17859600;290.85
17863200;290.85
17866800;290.85
17870400;290.85
17874000;290.85
17877600;290.85
17881200;290.85
17884800;290.85
17888400;290.85
17892000;290.75
17895600;290.75
17899200;290.75
17902800;290.75
17906400;290.75
17910000;290.75
17913600;290.75
17917200;290.75
17920800;290.75
17924400;290.75
17928000;290.75
17931600;290.75
17935200;290.75
17938800;290.75
17942400;290.75
17946000;290.75
17949600;290.75
17953200;290.75
17956800;290.75
17960400;290.75
17964000;290.75
17967600;290.75
17971200;290.75
17974800;290.75
17978400;290.75
17982000;290.75
17985600;290.75
17989200;290.75
17992800;290.75
17996400;290.75
18000000;290.75
18003600;290.75
18007200;290.75
18010800;290.75
18014400;290.75
18018000;290.75
18021600;290.65
18025200;290.65
18028800;290.65
18032400;290.65
18036000;290.65
18039600;290.65
18043200;290.65
18046800;290.65
18050400;290.65
18054000;290.65
18057600;290.65
18061200;290.65
18064800;290.65
18068400;290.65
18072000;290.65
18075600;290.65
18079200;290.65
18082800;290.65
18086400;290.65
18090000;290.65
18093600;290.65
18097200;290.65
18100800;290.65
18104400;290.65
18108000;290.65
18111600;290.65
18115200;290.65
18118800;290.65
18122400;290.65
18126000;290.65
18129600;290.65
18133200;290.65
18136800;290.65
18140400;290.65
18144000;290.65
18147600;290.65
18151200;290.65
18154800;290.65
18158400;290.65
18162000;290.65
18165600;290.65
18169200;290.65
18172800;290.65
18176400;290.65
18180000;290.65
18183600;290.65
18187200;290.65
18190800;290.65
18194400;290.65
18198000;290.65
18201600;290.65
18205200;290.65
18208800;290.65
18212400;290.65
18216000;290.65
18219600;290.65
18223200;290.75
18226800;290.75
18230400;290.75
18234000;290.75
18237600;290.75
18241200;290.75
18244800;290.75
18248400;290.75
18252000;290.75
18255600;290.75
18259200;290.75
18262800;290.75
18266400;290.75
18270000;290.75
18273600;290.75
18277200;290.75
18280800;290.75
18284400;290.75
18288000;290.85
18291600;290.85
18295200;290.85
18298800;290.85
18302400;290.85
18306000;290.85
18309600;290.85
18313200;290.85
18316800;290.85
18320400;290.85
18324000;290.85
18327600;290.85
18331200;290.85
18334800;290.85
18338400;290.85
18342000;290.85
18345600;290.95
18349200;290.95
18352800;290.95
18356400;290.95
18360000;290.95
18363600;290.95
18367200;290.95
18370800;290.95
18374400;290.95
18378000;290.95
18381600;290.95
18385200;290.95
18388800;290.95
18392400;290.95
18396000;290.95
18399600;290.95
18403200;290.95
18406800;290.95
18410400;290.95
18414000;291.05
18417600;291.05
18421200;291.05
18424800;291.05
18428400;291.05
18432000;291.05
18435600;291.05
18439200;291.05
18442800;291.05
18446400;291.05
18450000;291.05
18453600;291.05
18457200;291.05
18460800;291.05
18464400;291.05
18468000;291.05
18471600;291.05
18475200;291.05
18478800;291.05
18482400;291.05
18486000;291.05
18489600;291.05
18493200;291.05
18496800;291.05
18500400;291.05
18504000;291.05
18507600;291.05
18511200;291.05
18514800;291.05
18518400;291.05
18522000;291.05
18525600;291.05
18529200;291.05
18532800;291.05
18536400;291.05
18540000;291.05
18543600;291.15
18547200;291.15
18550800;291.15
18554400;291.15
18558000;291.15
18561600;291.15
18565200;291.15
18568800;291.15
18572400;291.15
18576000;291.15
18579600;291.15
18583200;291.15
18586800;291.15
18590400;291.15
18594000;291.15
18597600;291.15
18601200;291.15
